1.txt
	近平	 0.11007168519908843
	建设	 0.06289810582805053
	春节	 0.055035842599544214
	战区	 0.047173579371037895
	安全	 0.047173579371037895
	加强	 0.03931131614253158
	工作	 0.03931131614253158
	官兵	 0.03931131614253158
	坚持	 0.03144905291402526
	新时代	 0.03144905291402526
	维护	 0.03144905291402526
	贯彻	 0.03144905291402526
	环境	 0.03144905291402526
	同志	 0.03144905291402526
	生态	 0.03144905291402526
	中部战区	 0.03144905291402526
	维和	 0.03144905291402526
	深入	 0.03144905291402526
	任务	 0.03144905291402526
	完成	 0.023586789685518948
	慰问	 0.023586789685518948
	中华民族	 0.023586789685518948
	共生	 0.023586789685518948
	北京	 0.023586789685518948
	强调	 0.023586789685518948
	28	 0.023586789685518948
	自然	 0.023586789685518948
	战略	 0.023586789685518948
	部队	 0.023586789685518948
	发展	 0.023586789685518948
	和谐	 0.023586789685518948
	思想	 0.01572452645701263
	国家	 0.01572452645701263
	迎接	 0.01572452645701263
	欢乐	 0.01572452645701263
	贡献	 0.01572452645701263
	保护	 0.01572452645701263
	备战	 0.01572452645701263
	代表	 0.01572452645701263
	中部	 0.01572452645701263
	中共中央	 0.01572452645701263
	战备	 0.01572452645701263
	海外	 0.01572452645701263
	重要	 0.01572452645701263
	文职人员	 0.01572452645701263
	武警	 0.01572452645701263
	新华社	 0.01572452645701263
	节日	 0.01572452645701263
	开创	 0.01572452645701263
	方针	 0.01572452645701263
	胜利	 0.01572452645701263
	不断	 0.01572452645701263
	出版	 0.01572452645701263
	传统	 0.01572452645701263
	疫情	 0.01572452645701263
	新冠肺炎	 0.01572452645701263
	视察	 0.01572452645701263
	使命	 0.01572452645701263
	祥和	 0.01572452645701263
	在即	 0.01572452645701263
	值班	 0.01572452645701263
	忠实	 0.01572452645701263
	防控	 0.01572452645701263
	军队	 0.01572452645701263
	\xa0\xa0	 0.01572452645701263
	新局面	 0.01572452645701263
	召开	 0.01572452645701263
	展示	 0.01572452645701263
	良好	 0.01572452645701263
	发行	 0.01572452645701263
	履行	 0.01572452645701263
	情况	 0.01572452645701263
	民兵	 0.01572452645701263
	我国	 0.01572452645701263
	新春	 0.01572452645701263
	中国力量	 0.01572452645701263
	做好	 0.01572452645701263
	生活	 0.01572452645701263
	防范	 0.01572452645701263
	安排	 0.01572452645701263
	高标准	 0.01572452645701263
	搞好	 0.01572452645701263
	世界	 0.01572452645701263
	开幕	 0.01572452645701263
	祝福	 0.01572452645701263
	打仗	 0.01572452645701263
	文稿	 0.01572452645701263
	党中央	 0.01572452645701263
	中国军队	 0.01572452645701263
	形象	 0.01572452645701263
	全体人民	 0.01572452645701263
	注意	 0.01572452645701263
	世界和平	 0.01572452645701263
	疫情防控	 0.01572452645701263
	北京冬奥会	 0.01572452645701263
	复杂	 0.01572452645701263
	解放军	 0.01572452645701263
	指战员	 0.01572452645701263
	文明	 0.01572452645701263
	致以	 0.01572452645701263
	各项	 0.01572452645701263
	二十大	 0.01572452645701263
	军事	 0.01572452645701263
	■	 0.015185005678731734
	许	 0.00922174701283445
	迈出	 0.007862263228506316
		 0.007862263228506316
	视频	 0.007862263228506316
	反映	 0.007862263228506316
	显著	 0.007862263228506316
	美丽	 0.007862263228506316
	全军	 0.007862263228506316
	推动	 0.007862263228506316
	记者	 0.007862263228506316
	全过程	 0.007862263228506316
	指挥中心	 0.007862263228506316
	文化	 0.007862263228506316
	掌声	 0.007862263228506316
	步伐	 0.007862263228506316
	近日	 0.007862263228506316
	直升机分队	 0.007862263228506316
	中央	 0.007862263228506316
	报告	 0.007862263228506316
	积极	 0.007862263228506316
	部分	 0.007862263228506316
	\xa0要	 0.007862263228506316
	体现	 0.007862263228506316
	增强	 0.007862263228506316
	历史性	 0.007862263228506316
	组织	 0.007862263228506316
	肯定	 0.007862263228506316
	中国	 0.007862263228506316
	更多	 0.007862263228506316
	全体官兵	 0.007862263228506316
